Index,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,predicted_s.s.temp.
6653,1997,7,14,1.97,-140.0,-3.4,3.9,84.5,27.25,27.032774
6654,1997,7,15,1.97,-140.0,-6.3,1.4,84.1,27.48,27.033543
6655,1997,7,16,1.98,-140.0,-5.5,2.3,80.3,28.56,27.921062
6656,1997,7,17,1.98,-140.0,-5.5,2.1,81.2,28.56,27.924044
6657,1997,7,18,1.98,-140.0,-6.2,2.9,78.7,28.72,27.996862
6658,1997,7,19,1.98,-140.0,-6.0,1.6,81.2,28.2,27.622719
6659,1997,7,20,1.98,-140.0,-8.1,1.1,81.2,28.6,27.790285
6660,1997,7,21,1.98,-140.0,-8.0,1.9,79.5,28.77,27.925323
6661,1997,7,22,1.98,-140.0,-7.6,3.3,80.8,28.77,27.940546
6662,1997,7,23,1.98,-140.0,-4.9,2.0,75.0,28.6,28.022285
6663,1997,7,24,1.99,-140.0,2.1,0.1,78.3,28.0,28.068714
6664,1997,7,25,1.97,-140.0,0.6,2.0,79.5,27.69,27.702599
6665,1997,7,26,1.97,-140.0,-3.3,5.7,78.3,28.36,27.914154
6666,1997,7,27,1.98,-140.0,-6.4,3.1,76.6,28.28,27.66937
6667,1997,7,28,1.98,-140.0,-6.5,1.4,75.8,28.16,27.59007
6668,1997,7,29,1.98,-140.0,-5.6,1.5,82.8,27.81,27.374958
6669,1997,7,30,1.98,-140.0,-7.7,3.9,78.3,28.2,27.514662
6670,1997,7,31,1.98,-140.0,-6.6,2.1,77.5,28.16,27.58138
6671,1997,8,1,1.98,-140.0,-6.5,2.3,78.7,28.2,27.495796
6672,1997,8,2,1.98,-140.0,-7.0,3.0,80.3,28.23,27.477358
6673,1997,8,3,1.99,-140.0,-6.2,3.1,81.2,28.08,27.42148
6674,1997,8,4,1.97,-140.0,-2.6,2.6,81.2,27.4,27.151712
6675,1997,8,5,1.97,-140.0,-3.9,2.5,81.2,27.56,27.187216
6676,1997,8,6,1.98,-140.0,-3.5,2.5,86.1,26.66,26.522774
6677,1997,8,7,1.98,-140.0,-2.9,6.9,77.0,27.56,27.230461
6678,1997,8,8,1.98,-140.0,-4.6,4.3,74.6,27.73,27.27298
6679,1997,8,9,1.98,-140.0,-4.8,3.1,75.0,27.66,27.218487
6680,1997,8,10,1.97,-140.0,-5.4,1.9,77.9,27.89,27.359077
6681,1997,8,11,1.98,-140.0,-4.8,4.3,77.5,27.95,27.43078
6682,1997,8,12,1.98,-140.0,-1.9,2.9,84.9,26.11,26.225637
6683,1997,8,13,1.98,-140.0,-0.3,2.1,79.1,26.62,26.747587
6684,1997,8,14,1.97,-140.0,-0.5,3.5,74.2,27.66,27.525244
6685,1997,8,15,1.97,-140.0,-2.1,5.6,75.8,27.95,27.616375
6686,1997,8,16,1.98,-140.0,-4.2,3.2,76.2,28.12,27.62795
6687,1997,8,17,1.99,-140.0,-0.8,1.1,76.2,28.12,27.890581
6688,1997,8,18,1.98,-140.0,-2.9,-0.2,79.1,27.2,27.045298
6689,1997,8,19,1.97,-140.0,-1.1,2.8,82.8,27.2,27.136162
6690,1997,8,20,1.97,-140.0,-3.5,-0.1,84.9,26.9,26.765074
6691,1997,8,21,1.97,-140.0,-3.6,0.6,81.2,27.56,27.266123
6692,1997,8,22,1.98,-140.0,-4.3,2.2,81.2,27.89,27.46115
6693,1997,8,23,1.98,-140.0,-4.8,2.0,82.4,27.89,27.428778
6694,1997,8,24,1.98,-140.0,-5.8,2.8,78.3,28.12,27.53688
6695,1997,8,25,1.98,-140.0,-4.8,3.1,79.1,28.0,27.513016
6696,1997,8,26,1.97,-140.0,-5.2,3.1,78.3,28.05,27.524004
6697,1997,8,27,1.98,-140.0,-4.4,2.8,77.0,27.94,27.50602
6698,1997,8,28,1.98,-140.0,-4.9,2.5,80.8,27.25,26.9412
6699,1997,8,29,1.98,-140.0,-3.5,4.6,75.8,27.95,27.566454
6700,1997,8,30,1.97,-140.0,-2.2,2.7,75.4,27.84,27.59051
6701,1997,8,31,1.97,-140.0,-2.6,2.6,78.3,27.69,27.446444
6702,1997,9,1,1.97,-140.0,-3.8,2.7,76.2,28.2,27.636835
6703,1997,9,2,1.98,-140.0,-3.8,3.1,77.9,28.31,27.720531
6704,1997,9,3,1.97,-140.0,1.5,2.6,86.1,26.62,26.784935
6705,1997,9,4,1.96,-140.0,-1.6,1.6,79.1,27.45,27.225048
6706,1997,9,5,1.97,-140.0,-3.9,2.5,79.5,27.94,27.437153
6707,1997,9,6,1.98,-140.0,-4.7,3.3,83.2,27.89,27.335413
6708,1997,9,7,1.97,-140.0,-6.3,6.0,80.8,27.95,27.24751
6709,1997,9,8,1.97,-140.0,-5.5,3.4,77.0,28.31,27.612362
6710,1997,9,9,1.97,-140.0,-5.0,1.9,76.6,28.23,27.603096
6711,1997,9,10,1.97,-140.0,-5.1,3.5,77.9,28.36,27.681288
6712,1997,9,11,1.97,-140.0,-4.8,3.9,79.1,28.48,27.79114
6713,1997,9,12,1.97,-140.0,-2.8,2.6,79.5,27.69,27.338722
6714,1997,9,13,1.98,-140.0,0.7,3.0,82.0,27.33,27.304762
6715,1997,9,14,1.97,-140.0,-2.0,1.4,84.5,26.94,26.827642
6716,1997,9,15,1.97,-140.0,-3.2,3.7,84.1,27.38,27.062994
6717,1997,9,16,1.97,-140.0,-1.0,4.4,82.0,27.17,27.054585
6718,1997,9,17,1.98,-140.0,-1.9,6.6,75.0,28.2,27.777973
6719,1997,9,18,1.98,-140.0,-0.9,3.8,78.3,27.89,27.633562
6720,1997,9,19,1.97,-140.0,-3.7,2.5,76.6,28.0,27.536789
6721,1997,9,20,1.97,-140.0,-4.1,3.6,78.7,28.4,27.804619
6722,1997,9,21,1.97,-140.0,-3.9,5.8,79.9,28.6,27.951956
6723,1997,9,22,1.97,-140.0,-0.6,3.2,83.2,27.38,27.268023
6724,1997,9,23,1.98,-140.0,-3.4,5.2,78.3,28.4,27.849792
6725,1997,9,24,1.98,-140.0,-2.1,5.4,74.2,28.23,27.817123
6726,1997,9,25,1.98,-140.0,-0.5,4.9,81.6,27.38,27.272285
6727,1997,9,26,1.98,-140.0,3.1,6.4,86.9,25.83,26.314487
6728,1997,9,27,1.99,-140.0,-1.0,4.2,75.8,27.84,27.614191
6729,1997,9,28,1.99,-140.0,-1.3,2.8,75.4,28.23,27.90873
6730,1997,9,29,1.98,-140.0,-1.3,4.1,72.5,28.36,28.000069
6731,1997,9,30,1.97,-140.0,-3.1,5.3,74.2,28.69,28.113
6732,1997,10,1,1.97,-140.0,-3.8,4.2,79.5,28.2,27.573338
6733,1997,10,2,1.98,-140.0,-2.7,4.2,77.5,28.6,27.965788
6734,1997,10,3,1.98,-140.0,-1.3,3.9,76.6,28.44,27.947437
6735,1997,10,4,1.97,-140.0,-3.3,2.5,78.7,28.12,27.571596
6736,1997,10,5,1.98,-140.0,-3.9,2.5,75.4,28.44,27.786125
6737,1997,10,6,1.98,-140.0,-3.5,1.2,75.0,28.52,27.890741
6738,1997,10,7,1.97,-140.0,-4.7,1.2,82.0,28.16,27.519188
6739,1997,10,8,1.97,-140.0,-4.6,3.0,79.9,28.64,27.883268
6740,1997,10,9,1.98,-140.0,-3.5,1.4,78.3,28.44,27.829847
6741,1997,10,10,1.98,-140.0,-1.4,1.6,73.7,28.4,27.953487
6742,1997,10,11,1.98,-140.0,-1.3,0.9,74.6,28.4,27.968136
6743,1997,10,12,1.97,-140.0,-1.6,1.6,78.7,27.95,27.588291
6744,1997,10,13,1.97,-140.0,-0.4,1.7,82.4,27.1,27.015718
6745,1997,10,14,1.97,-140.0,0.9,0.4,77.9,27.81,27.672823
6746,1997,10,15,1.98,-140.0,-0.9,-0.2,80.3,27.56,27.363098
6747,1997,10,16,1.97,-140.0,-1.4,0.7,80.8,27.81,27.510038
6748,1997,10,17,1.97,-140.0,2.4,4.3,78.7,27.95,27.85449
6749,1997,10,18,1.98,-140.0,-2.3,2.3,80.3,28.2,27.740435
6750,1997,10,19,1.99,-140.0,-3.8,1.7,86.9,26.66,26.455471
6751,1997,10,20,1.99,-140.0,-4.6,-1.0,79.9,28.52,27.865347
6752,1997,10,21,1.99,-140.0,-4.2,1.7,82.0,27.95,27.429844
6753,1997,10,22,1.98,-140.0,-6.1,1.4,83.2,27.89,27.251505
6754,1997,10,23,1.98,-140.0,-3.7,1.0,82.8,27.38,27.034578
6755,1997,10,24,1.99,-140.0,-1.4,1.4,84.5,26.81,26.757074
6756,1997,10,25,1.98,-140.0,-4.3,0.9,75.4,28.48,27.854105
6757,1997,10,26,1.98,-140.0,-3.2,-1.0,76.2,28.36,27.857885
6758,1997,10,27,1.97,-140.0,-1.6,-3.0,81.6,28.05,27.741297
6759,1997,10,28,1.96,-140.0,-1.5,1.2,85.7,27.3,27.126337
6760,1997,10,29,2.01,-140.0,2.0,2.7,89.4,26.45,26.71718
6761,1997,10,30,1.98,-140.0,-0.8,5.6,84.5,27.4,27.22389
6762,1997,10,31,1.98,-140.0,-2.1,2.1,82.0,27.45,27.210873
6763,1997,11,1,1.98,-140.0,3.0,1.1,79.1,27.73,27.675869
6764,1997,11,2,1.98,-140.0,2.9,0.4,76.6,28.2,28.04244
6765,1997,11,3,1.98,-140.0,1.4,1.0,77.9,28.05,27.81757
6766,1997,11,4,1.98,-140.0,3.4,-1.8,76.2,28.95,28.678965
6767,1997,11,5,1.97,-140.0,5.9,1.8,79.1,28.8,28.699205
6768,1997,11,6,1.97,-140.0,6.4,2.1,82.8,27.66,27.853458
6769,1997,11,7,1.98,-140.0,2.9,1.7,83.2,27.12,27.203943
6770,1997,11,8,1.98,-140.0,4.2,4.2,84.9,26.78,27.01016
6771,1997,11,9,1.98,-140.0,4.3,4.4,80.8,27.61,27.660898
6772,1997,11,10,1.98,-140.0,2.8,4.4,82.8,26.66,26.82688
6773,1997,11,11,1.97,-140.0,6.1,4.0,81.6,26.34,26.816511
6774,1997,11,12,1.98,-140.0,0.7,0.7,81.6,27.66,27.489164
6775,1997,11,13,1.98,-140.0,2.5,-0.9,81.6,27.33,27.379116
6776,1997,11,14,1.98,-140.0,1.4,-0.7,81.6,27.77,27.640545
6777,1997,11,15,1.97,-140.0,-1.4,0.7,81.6,28.56,28.037384
6778,1997,11,16,1.97,-140.0,-0.6,1.1,81.6,28.56,28.091936
6779,1997,11,17,1.97,-140.0,-1.8,-2.8,81.6,28.48,27.986004
6780,1997,11,18,1.97,-140.0,-1.8,-3.4,81.6,28.69,28.155249
6781,1997,11,19,1.98,-140.0,1.2,-0.2,81.6,27.06,27.089788
6782,1997,11,20,1.98,-140.0,-2.6,-0.9,81.6,28.23,27.731327
6783,1997,11,21,1.99,-140.0,0.6,-3.0,81.6,28.16,27.926308
6784,1997,11,22,1.97,-140.0,0.4,-3.9,81.6,28.16,27.916866
6785,1997,11,23,1.98,-140.0,-0.8,2.0,81.6,27.89,27.576347
6786,1997,11,24,1.99,-140.0,0.3,3.2,81.6,28.23,27.908363
6787,1997,11,25,1.98,-140.0,0.4,0.6,81.6,28.88,28.437666
6788,1997,11,26,1.98,-140.0,-1.1,-0.1,81.6,29.16,28.55691
6789,1997,11,27,1.97,-140.0,-1.5,0.9,81.6,28.12,27.721098
6790,1997,11,28,1.97,-140.0,2.8,-0.4,81.6,27.73,27.736588
6791,1997,11,29,1.98,-140.0,1.4,1.0,81.6,26.9,26.994808
6792,1997,11,30,1.98,-140.0,-0.1,2.5,81.6,28.05,27.760775
6793,1997,12,1,1.98,-140.0,-4.0,-1.1,81.6,28.4,27.674067
6794,1997,12,2,1.96,-140.0,-4.6,-2.2,81.6,28.23,27.508196
6795,1997,12,3,1.97,-140.0,-3.8,-2.8,81.6,28.56,27.828514
6796,1997,12,4,1.98,-140.0,1.5,-2.0,81.6,26.62,26.708231
6797,1997,12,5,1.98,-140.0,-0.9,-0.9,81.6,27.81,27.445862
6798,1997,12,6,1.97,-140.0,-3.1,-1.5,81.6,28.08,27.50444
6799,1997,12,7,1.97,-140.0,-4.1,-1.7,81.6,28.12,27.469759
6800,1997,12,8,1.97,-140.0,-4.2,-2.3,81.6,27.95,27.340517
6801,1997,12,9,1.97,-140.0,-2.6,-0.9,81.6,27.06,26.758749
6802,1997,12,10,1.98,-140.0,-2.5,-0.5,81.6,28.48,27.857006
6803,1997,12,11,1.97,-140.0,-2.6,-4.7,81.6,27.84,27.397814
6804,1997,12,12,1.97,-140.0,-2.9,-0.4,81.6,28.48,27.829956
6805,1997,12,13,1.98,-140.0,-2.6,0.4,81.6,28.23,27.657322
6806,1997,12,14,1.98,-140.0,-2.9,0.9,81.6,28.16,27.580511
6807,1997,12,15,1.98,-140.0,-0.7,-2.8,81.6,28.08,27.709866
6808,1997,12,16,1.99,-140.0,-1.4,-4.7,81.6,27.02,26.871477
6809,1997,12,17,1.97,-140.0,-2.2,-7.5,81.6,28.31,27.827614
6810,1997,12,18,1.97,-140.0,-4.2,-4.0,81.6,27.56,27.082396
6811,1997,12,19,1.96,-140.0,-4.7,-3.0,81.6,27.89,27.290556
6812,1997,12,20,1.97,-140.0,-5.9,-1.4,81.6,27.02,26.53016
6813,1997,12,21,1.97,-140.0,-4.0,-4.2,81.6,28.08,27.504652
6814,1997,12,22,1.97,-140.0,-3.2,-5.8,81.6,27.17,26.87992
6815,1997,12,23,1.98,-140.0,-4.4,0.5,81.6,27.53,27.018927
6816,1997,12,24,1.98,-140.0,-1.6,0.3,81.6,28.23,27.75561
6817,1997,12,25,1.98,-140.0,-2.1,-3.7,81.6,27.73,27.377256
6818,1997,12,26,1.98,-140.0,-2.2,-4.5,81.6,28.31,27.825235
6819,1997,12,27,1.99,-140.0,-2.3,-3.9,81.6,27.1,26.890146
6820,1997,12,28,1.97,-140.0,-4.2,-5.6,81.6,28.2,27.613466
6821,1997,12,29,1.97,-140.0,-6.8,-0.8,81.6,28.52,27.634996
6822,1997,12,30,1.98,-140.0,-6.6,-3.3,81.6,28.05,27.317621
6823,1997,12,31,1.98,-140.0,-5.9,-4.3,81.6,27.81,27.194244
6824,1998,1,1,1.98,-140.0,-2.6,0.4,81.6,27.02,27.182285
6825,1998,1,2,1.98,-140.0,2.5,-1.1,81.6,27.38,27.813402
6826,1998,1,3,1.98,-140.0,0.3,-1.1,81.6,26.94,27.327467
6827,1998,1,4,1.98,-140.0,-2.2,0.6,81.6,28.77,27.885195
6828,1998,1,5,1.98,-140.0,-1.8,0.3,81.6,29.03,27.970722
6829,1998,1,6,1.98,-140.0,-3.0,-1.1,81.6,27.4,27.418741
6830,1998,1,7,1.99,-140.0,-2.1,0.1,81.6,27.06,27.266771
6831,1998,1,8,1.98,-140.0,-3.4,-2.3,81.6,27.3,27.301422
6832,1998,1,9,1.98,-140.0,-4.1,-5.0,81.6,28.72,27.692019
6833,1998,1,10,1.98,-140.0,-2.1,-4.1,81.6,28.6,27.825592
6834,1998,1,11,1.98,-140.0,-4.8,-6.5,81.6,27.81,27.432755
6835,1998,1,12,1.98,-140.0,-4.4,-5.4,81.6,27.38,27.243664
6836,1998,1,13,1.98,-140.0,-3.2,-1.0,81.6,27.69,27.578201
6837,1998,1,14,1.97,-140.0,-3.4,-2.9,81.6,27.38,27.364676
6838,1998,1,15,1.98,-140.0,0.3,3.0,81.6,27.61,27.793713
6839,1998,1,16,2.0,-140.0,-3.6,-2.8,81.6,27.1,27.163849
6840,1998,1,17,1.98,-140.0,-5.9,-6.1,81.6,28.52,27.518389
6841,1998,1,18,1.97,-140.0,-6.1,-7.1,81.6,28.56,27.50553
6842,1998,1,19,1.97,-140.0,-4.7,-7.3,81.6,28.44,27.584532
6843,1998,1,20,1.98,-140.0,-4.9,-2.8,81.6,27.38,27.273409
6844,1998,1,21,1.98,-140.0,-6.3,-4.6,81.6,28.44,27.491266
6845,1998,1,22,1.98,-140.0,-6.1,-1.3,81.6,27.94,27.428406
6846,1998,1,23,1.98,-140.0,-6.5,-4.4,81.6,28.05,27.397032
6847,1998,1,24,1.99,-140.0,-4.6,-0.8,81.6,27.38,27.345636
6848,1998,1,25,1.98,-140.0,1.4,-3.5,81.6,26.94,27.439669
6849,1998,1,26,1.98,-140.0,-1.2,-5.1,81.6,27.53,27.646393
6850,1998,1,27,1.97,-140.0,-3.3,-6.3,81.6,28.23,27.666973
6851,1998,1,28,1.97,-140.0,-4.0,-5.2,81.6,28.36,27.65404
6852,1998,1,29,1.97,-140.0,-4.7,-3.2,81.6,27.3,27.248087
6853,1998,1,30,1.97,-140.0,-3.8,0.8,81.6,27.2,27.307331
6854,1998,1,31,1.99,-140.0,-1.1,2.6,81.6,26.81,27.188543
6855,1998,2,1,1.98,-140.0,-1.5,-2.8,81.6,27.17,27.304995
6856,1998,2,2,1.99,-140.0,-0.1,-3.3,81.6,27.95,27.928307
6857,1998,2,3,1.97,-140.0,-2.9,-5.0,81.6,28.12,27.742968
6858,1998,2,4,1.98,-140.0,-3.6,-0.9,81.6,26.9,26.988384
6859,1998,2,5,1.97,-140.0,-2.9,-4.8,81.6,28.23,27.772131
6860,1998,2,6,1.97,-140.0,-2.2,-7.3,81.6,28.4,27.84147
6861,1998,2,7,1.98,-140.0,-4.1,-6.4,81.6,28.2,27.664885
6862,1998,2,8,1.97,-140.0,-4.6,-6.7,81.6,28.12,27.609613
6863,1998,2,9,1.97,-140.0,-6.5,-4.6,81.6,28.12,27.487232
6864,1998,2,10,1.98,-140.0,-6.4,-3.8,81.6,27.33,27.057024
6865,1998,2,11,1.99,-140.0,-6.0,-7.9,81.6,28.23,27.522602
6866,1998,2,12,1.98,-140.0,-5.5,-7.2,81.6,28.08,27.535849
6867,1998,2,13,1.98,-140.0,-5.8,-6.3,81.6,28.16,27.540325
6868,1998,2,14,1.98,-140.0,-5.4,-7.0,81.6,27.95,27.52048
6869,1998,2,15,1.98,-140.0,-3.7,-7.5,81.6,28.05,27.667055
6870,1998,2,16,1.98,-140.0,-3.3,-6.6,81.6,27.84,27.637814
6871,1998,2,17,1.98,-140.0,-2.8,-5.6,81.6,27.61,27.52843
6872,1998,2,18,1.97,-140.0,-5.4,-6.6,81.6,27.77,27.428541
6873,1998,2,19,1.97,-140.0,-4.9,-6.1,81.6,27.73,27.449165
6874,1998,2,20,1.98,-140.0,-4.3,-7.4,81.6,27.69,27.450945
6875,1998,2,21,1.98,-140.0,-3.4,-7.1,81.6,27.61,27.469769
6876,1998,2,22,1.97,-140.0,-4.1,-5.0,81.6,27.56,27.414309
6877,1998,2,23,1.98,-140.0,-3.5,-6.5,81.6,26.98,27.019543
6878,1998,2,24,1.99,-140.0,-4.2,-5.4,81.6,27.53,27.391335
6879,1998,2,25,1.98,-140.0,-5.9,-5.9,81.6,27.53,27.252258
6880,1998,2,26,1.98,-140.0,-5.2,-5.6,81.6,27.33,27.168371
6881,1998,2,27,1.99,-140.0,-4.7,-5.9,81.6,27.25,27.150043
6882,1998,2,28,1.98,-140.0,-3.2,-5.8,81.6,27.48,27.433735
6883,1998,3,1,1.97,-140.0,-4.8,-5.3,81.6,27.3,27.084038
6884,1998,3,2,1.98,-140.0,-5.1,-5.7,81.6,27.81,27.43234
6885,1998,3,3,1.97,-140.0,-3.8,-6.7,81.6,27.69,27.427496
6886,1998,3,4,1.97,-140.0,-2.7,-6.5,81.6,27.69,27.518232
6887,1998,3,5,1.97,-140.0,-2.4,-7.1,81.6,27.53,27.417799
6888,1998,3,6,1.97,-140.0,-3.3,-6.2,81.6,27.73,27.512547
6889,1998,3,7,1.97,-140.0,-2.5,-6.5,81.6,27.77,27.601076
6890,1998,3,8,1.98,-140.0,-3.4,-5.3,81.6,27.69,27.50046
6891,1998,3,9,1.98,-140.0,-2.7,-5.2,81.6,27.48,27.405958
6892,1998,3,10,1.98,-140.0,-3.1,-7.6,81.6,27.77,27.549519
6893,1998,3,11,1.96,-140.0,-1.2,-6.5,81.6,27.69,27.651302
6894,1998,3,12,1.96,-140.0,-0.9,-6.8,81.6,27.66,27.650536
6895,1998,3,13,1.97,-140.0,-4.1,-6.2,81.6,27.53,27.32721
6896,1998,3,14,1.96,-140.0,-3.6,-6.9,81.6,27.81,27.557312
6897,1998,3,15,1.96,-140.0,-4.2,-5.6,81.6,27.94,27.630758
6898,1998,3,16,1.96,-140.0,-2.6,-4.4,81.6,27.89,27.740093
6899,1998,3,17,1.98,-140.0,-2.4,-5.9,81.6,27.38,27.369158
6900,1998,3,18,1.97,-140.0,-2.0,-6.4,81.6,27.2,27.25998
6901,1998,3,19,1.97,-140.0,-3.4,-5.9,81.6,27.02,27.033026
6902,1998,3,20,1.97,-140.0,-3.9,-6.2,81.6,27.94,27.662699
6903,1998,3,21,1.96,-140.0,-4.1,-6.0,81.6,27.89,27.613867
6904,1998,3,22,1.97,-140.0,-4.9,-4.8,81.6,27.77,27.491789
6905,1998,3,23,1.97,-140.0,-4.7,-3.2,81.6,27.17,27.1
6906,1998,3,24,1.99,-140.0,-1.4,-3.7,81.6,26.73,27.034328
6907,1998,3,25,1.98,-140.0,-2.5,-1.8,81.6,26.66,26.910408
6908,1998,3,26,1.96,-140.0,-2.1,-7.8,81.6,27.94,27.788984
6909,1998,3,27,1.97,-140.0,-2.3,-6.5,81.6,27.81,27.707283
6910,1998,3,28,1.96,-140.0,-3.0,-4.0,81.6,27.81,27.694902
6911,1998,3,29,1.96,-140.0,-5.0,-3.8,81.6,27.89,27.60628
6912,1998,3,30,1.96,-140.0,-4.4,-5.4,81.6,27.81,27.570414
6913,1998,3,31,1.97,-140.0,-3.8,-5.9,81.6,27.89,27.672918
6914,1998,4,1,1.96,-140.0,-4.3,-6.0,81.6,27.81,27.461086
6915,1998,4,2,1.95,-140.0,-5.3,-4.4,81.6,27.56,27.228657
6916,1998,4,3,1.97,-140.0,-5.3,-4.4,81.6,27.53,27.216932
6917,1998,4,4,1.97,-140.0,-5.2,-5.2,81.6,27.12,26.915792
6918,1998,4,5,1.98,-140.0,-4.1,-4.6,81.6,26.58,26.623508
6919,1998,4,6,1.96,-140.0,-3.7,-6.5,81.6,27.02,26.938921
6920,1998,4,7,1.96,-140.0,-3.9,-6.4,81.6,27.66,27.394371
6921,1998,4,8,1.96,-140.0,-4.1,-6.4,81.6,27.81,27.491354
6922,1998,4,9,1.97,-140.0,-3.4,-5.7,81.6,27.81,27.563286
6923,1998,4,10,1.97,-140.0,-1.5,-4.4,81.6,27.61,27.588066
6924,1998,4,11,1.98,-140.0,-2.4,-5.9,81.6,27.69,27.558914
6925,1998,4,12,1.97,-140.0,-3.1,-6.6,81.6,27.48,27.34024
6926,1998,4,13,1.97,-140.0,-3.0,-7.2,81.6,27.66,27.47205
6927,1998,4,14,1.97,-140.0,-4.1,-4.8,81.6,27.56,27.358044
6928,1998,4,15,1.97,-140.0,-5.1,-4.8,81.6,27.66,27.357298
6929,1998,4,16,1.97,-140.0,-3.9,-3.2,81.6,27.53,27.384394
6930,1998,4,17,1.99,-140.0,-3.6,-1.1,81.6,27.2,27.180273
6931,1998,4,18,1.99,-140.0,-3.9,1.3,81.6,27.48,27.354101
6932,1998,4,19,1.99,-140.0,0.0,-2.7,81.6,27.56,27.727598
6933,1998,4,20,1.98,-140.0,-1.4,-3.1,81.6,27.81,27.79744
6934,1998,4,21,1.98,-140.0,-3.3,-5.1,81.6,27.69,27.534145
6935,1998,4,22,1.97,-140.0,-3.3,-4.7,81.6,27.69,27.540392
6936,1998,4,23,1.97,-140.0,-3.1,-5.0,81.6,27.66,27.531958
6937,1998,4,24,1.98,-140.0,-2.6,-4.4,81.6,27.66,27.586899
6938,1998,4,25,1.98,-140.0,-1.8,-4.6,81.6,27.94,27.851856
6939,1998,4,26,1.97,-140.0,-4.0,-2.5,81.6,28.08,27.81977
6940,1998,4,27,1.97,-140.0,-4.5,-0.1,81.6,27.94,27.694397
6941,1998,4,28,1.97,-140.0,-3.9,-1.5,81.6,27.53,27.437393
6942,1998,4,29,1.98,-140.0,-1.6,-1.1,81.6,26.98,27.177887
6943,1998,4,30,1.97,-140.0,-0.7,-3.2,81.6,27.69,27.789402
6944,1998,5,1,1.97,-140.0,-3.2,-4.0,81.6,27.94,27.659487
6945,1998,5,2,1.97,-140.0,-3.5,-1.8,81.6,28.23,27.887447
6946,1998,5,3,1.97,-140.0,-2.9,0.0,81.6,28.31,27.984459
6947,1998,5,4,1.99,-140.0,-4.3,0.0,81.6,28.4,27.964804
6948,1998,5,5,1.98,-140.0,-3.6,-1.1,81.6,28.36,27.992565
6949,1998,5,6,1.98,-140.0,-2.2,-2.7,81.6,28.31,28.046196
6950,1998,5,7,1.97,-140.0,-2.7,-2.2,81.6,28.44,28.110445
6951,1998,5,8,1.98,-140.0,-4.0,-2.8,81.6,28.23,27.854483
6952,1998,5,9,1.97,-140.0,-5.3,-6.0,81.6,28.69,27.99267
6953,1998,5,10,1.97,-140.0,-5.8,-5.1,81.6,28.6,27.945293
6954,1998,5,11,2.0,-140.0,-5.8,-5.1,81.6,28.6,27.945904
6955,1998,5,12,1.99,-140.0,-5.8,-5.1,81.6,28.6,27.948078
6956,1998,5,13,1.96,-140.0,-5.6,-4.8,83.6,28.55,27.942696
6957,1998,5,14,1.99,-140.0,-3.7,-3.9,87.9,27.7,27.504057
6958,1998,5,15,2.0,-140.0,-2.6,1.2,85.2,27.81,27.644691
6959,1998,5,16,2.01,-140.0,-2.8,-1.7,87.5,27.58,27.48368
6960,1998,5,17,2.0,-140.0,-4.3,-1.0,85.6,28.1,27.773634
6961,1998,5,18,2.0,-140.0,-4.7,1.2,87.9,27.45,27.225342
6962,1998,5,19,2.0,-140.0,-5.7,-0.3,84.0,28.1,27.676924
6963,1998,5,20,2.0,-140.0,-7.0,-2.5,88.7,27.7,27.295208
6964,1998,5,21,2.0,-140.0,-6.2,-0.4,85.6,27.7,27.33865
6965,1998,5,22,2.0,-140.0,-5.1,0.0,91.5,27.42,27.190094
6966,1998,5,23,2.0,-140.0,-0.3,3.2,86.8,27.1,27.25925
6967,1998,5,24,2.0,-140.0,-1.6,1.1,83.6,27.42,27.4413
6968,1998,5,25,1.99,-140.0,-3.9,-2.5,87.5,27.3,27.215797
6969,1998,5,26,1.98,-140.0,-4.7,1.4,88.3,26.98,26.875908
6970,1998,5,27,1.99,-140.0,-5.3,2.5,82.5,27.14,26.961283
6971,1998,5,28,2.0,-140.0,-6.8,0.5,82.8,27.45,27.11851
6972,1998,5,29,2.0,-140.0,-5.6,0.5,84.0,27.02,26.87298
6973,1998,5,30,2.0,-140.0,-3.4,2.0,87.2,26.55,26.649296
6974,1998,5,31,2.0,-140.0,-4.5,2.3,82.1,25.6,25.85149
6975,1998,6,1,2.0,-140.0,-4.1,0.4,79.3,25.47,25.682419
6976,1998,6,2,1.99,-140.0,-5.8,0.7,83.2,26.27,26.167883
6977,1998,6,3,2.0,-140.0,-7.2,2.8,83.2,26.23,26.025549
6978,1998,6,4,2.0,-140.0,-5.8,0.5,78.1,25.8,25.82545
6979,1998,6,5,2.0,-140.0,-5.4,-0.4,77.8,25.9,25.941496
6980,1998,6,6,2.01,-140.0,-5.2,1.6,78.9,25.88,25.925325
6981,1998,6,7,2.0,-140.0,-5.9,1.3,82.5,25.06,25.243923
6982,1998,6,8,2.0,-140.0,-6.9,1.3,82.8,24.47,24.723606
6983,1998,6,9,1.99,-140.0,-6.8,1.7,81.7,23.98,24.351948
6984,1998,6,10,1.99,-140.0,-7.8,0.2,83.6,24.27,24.518276
6985,1998,6,11,1.99,-140.0,-7.5,1.0,84.4,24.27,24.532944
6986,1998,6,12,1.99,-140.0,-4.1,1.7,86.4,23.75,24.364008
6987,1998,6,13,2.0,-140.0,-2.5,2.7,88.3,23.7,24.430622
6988,1998,6,14,2.0,-140.0,-4.6,2.0,89.1,23.7,24.29197
